DNA_TUBE_LABELS	SPECIMEN CODE	DNA all used up (tube tossed)	AHeditName	Used in Oaks of Americas study	COLLECTOR NUMBER	SPECIES	Collector Notes/Provin.	EXTRACTION DATE	Qubit tube A	Tube A current status	Qubit Tube B	Tube B current status	Nano lite: TUBE A 	tube A FM nano	Nano TUBE B 	Tissue Mass	A260/A280 tube A	A260/A280 tube B	Elution Volume (µl) tube3 a	Elution Volume B tubes	total ~µg in tube A	total ~µg in tube B	Total µg btwn A+ B	New Conc.	LOCATION_OF_DNA	Collector_Notes	Project	SPECIES.no.authors	Section	DNA extraction sheet
OAK-MOR-000986					1977541	Quercus crenata 'Lucombeana'	Marco Cosimo Simeone (UK)	9/25/2015	23.7		3.72								100	50						collected Aug 22-23rd, 2015	European oaks			
OAK-MOR-000987					2002077	Quercus hartwissiana	Marco Cosimo Simeone (TR)	9/25/2015	44.3		13								100	50						collected Aug 22-23rd, 2015	European oaks			
OAK-MOR-000988					2000044	Quercus lusitanica	Marco Cosimo Simeone (PT)	9/25/2015	15.1		3.36								100	50						collected Aug 22-23rd, 2015	European oaks			
OAK-MOR-000989					2003081	Quercus pontica K. Koch	Marco Cosimo Simeone (GE)	9/25/2015	23.6		4.57								100	50						collected Aug 22-23rd, 2015	European oaks			
OAK-MOR-000990					2002078	Quercus vulcanica	Marco Cosimo Simeone (TR)	9/25/2015	34.4		7.81								100	50						collected Aug 22-23rd, 2015	European oaks			
OAK-MOR-000991					2006028	Quercus frainetto	Marco Cosimo Simeone (HU)	9/25/2015	4.89		1.52								100	50						collected Aug 22-23rd, 2015	European oaks			
OAK-MOR-000992					1976099	Quercus infectoria	Marco Cosimo Simeone (n.d.)	9/28/2015	39.7		11.5								100	50						collected Aug 22-23rd, 2015	European oaks			
OAK-MOR-000993					1997053	Quercus pubescens	Marco Cosimo Simeone (ES)	9/28/2015	25		1.83								100	50						collected Aug 22-23rd, 2015	European oaks			
OAK-MOR-000994					1996,XXX	Quercus phyllireoides	Marco Cosimo Simeone (JPN)	9/28/2015	16.2		0.9777								100	50						collected Aug 22-23rd, 2015	European oaks			
OAK-MOR-000995					19820337	Quercus petraea (Matt.) Liebl.	Marco Cosimo Simeone (ES)	9/28/2015	24.6		1.63								100	50						collected Aug 22-23rd, 2015	European oaks			
OAK-MOR-000996					WILD (UK)	Quercus robur L.	Marco Cosimo Simeone, wild (UK)	9/28/2015	22.9		2.86								100	50						collected Aug 22-23rd, 2015	European oaks			
OAK-MOR-000997					XXXX (Yunnan (CN))	Quercus gujavifolia	Marco Cosimo Simeone, XXX (Yunnan(CN))	9/28/2015	28.5		5.26								100	50						collected Aug 22-23rd, 2015	European oaks			
OAK-MOR-000998					OAK1_08.2015	Quercus	MP1-Jena, E.D.Schulze (freeze dried material)	9/28/2015	21.9		14.1								100	50							European oaks			
OAK-MOR-000999					OAK2_08.2015	Quercus	MP1-Jena, E.D.Schulze (freeze dried material)	9/28/2015	15.2		5.77								100	50							European oaks			
OAK-MOR-001000					OAK3_08.2015	Quercus	MP1-Jena, E.D.Schulze (freeze dried material)	9/28/2015	16.8		8.06								100	50							European oaks			
OAK-MOR-001001					OAK4_08.2015	Quercus	MP1-Jena, E.D.Schulze (freeze dried material)	9/28/2015	17.5		9.63								100	50							European oaks			
OAK-MOR-001002					OAK5_08.2015	Quercus	MP1-Jena, E.D.Schulze (freeze dried material)	9/28/2015	20.3		2.49								100	50							European oaks			
OAK-MOR-001003					OAK6_08.2015	Quercus	MP1-Jena, E.D.Schulze (freeze dried material)	9/28/2015	12.1		3.03								100	50							European oaks			
OAK-MOR-001004					IL-CS-NS8	Quercus macrocarpa Michx.		9/30/2015	29.4		9.2								100	50							Burr oak hybridization			
OAK-MOR-001005					IL-CS-NS9	Quercus bicolor Willd.		9/30/2015	17.6		11.1								100	50							Burr oak hybridization			
OAK-MOR-001006					IL-CS-NS10	Quercus bicolor Willd.		9/30/2015	13.5		4.71								100	50							Burr oak hybridization			
OAK-MOR-001007					IL-CS-NS11	Quercus bicolor Willd.		9/30/2015	34.4		12.6								100	50							Burr oak hybridization			
OAK-MOR-001008					IL-CS-NS12	Quercus macrocarpa Michx.		9/30/2015	26.9		7.2								100	50							Burr oak hybridization			
OAK-MOR-001009					IL-CS-NS13	Quercus macrocarpa Michx.		9/30/2015	40.1		8.69								100	50							Burr oak hybridization			
OAK-MOR-001010					IL-CS-NS14	Quercus macrocarpa Michx.		9/30/2015	37.2		8.41								100	50							Burr oak hybridization			
OAK-MOR-001011					IL-CS-NS15	Quercus macrocarpa Michx.		9/30/2015	44.8		15.5								100	50							Burr oak hybridization			
OAK-MOR-001012					IL-CS-NS16	Quercus bicolor Willd.		9/30/2015	12.2		3.76								100	50							Burr oak hybridization			
OAK-MOR-001013					IL-CS-NS17	Quercus bicolor Willd.		9/30/2015	27.7		6.92								100	50							Burr oak hybridization			
OAK-MOR-001014					IL-CS-NS18	Quercus macrocarpa Michx.		9/30/2015	22.2		7.22								100	50							Burr oak hybridization			
OAK-MOR-001015					IL-RYERSON-NS1	Quercus bicolor Willd.		9/30/2015	11.1		7.12								100	50							Burr oak hybridization			
OAK-MOR-001016					IL-RYERSON-NS2	Quercus bicolor Willd.		10/1/2015	6.17		5.31								100	50							Burr oak hybridization			
OAK-MOR-001017					IL-RYERSON-NS3	Quercus bicolor Willd.		10/1/2015	32.7		12.3								100	50							Burr oak hybridization			
OAK-MOR-001018					IL-RYERSON-NS4	Quercus macrocarpa Michx.		10/1/2015	28.9		6.76								100	50							Burr oak hybridization			
OAK-MOR-001019					IL-RYERSON-NS5	Quercus macrocarpa Michx.		10/1/2015	31.7		9.39								100	50							Burr oak hybridization			
OAK-MOR-001020					IL-RYERSON-NS6	Quercus macrocarpa Michx.		10/1/2015	21.6		5.76								100	50							Burr oak hybridization			
OAK-MOR-001021					IL-RYERSON-NS7	Quercus bicolor Willd.		10/1/2015	20.1		6.22								100	50							Burr oak hybridization			
OAK-MOR-001022					IL-RYERSON-NS8	Quercus bicolor Willd.		10/1/2015	48.8		16.7								100	50							Burr oak hybridization			
OAK-MOR-001023					IL-RYERSON-NS9	Quercus bicolor Willd.		10/1/2015	28.3		12.9								100	50							Burr oak hybridization			
OAK-MOR-001024					IL-RYERSON-NS10	Quercus macrocarpa Michx.		10/1/2015	29.2		7.23								100	50							Burr oak hybridization			
OAK-MOR-001025					IL-RYERSON-NS11	Quercus macrocarpa Michx.		10/1/2015	21.9		5.61								100	50							Burr oak hybridization			
OAK-MOR-001026					IL-RYERSON-NS12	Quercus macrocarpa Michx.		10/1/2015	39.7		4.93								100	50							Burr oak hybridization			
OAK-MOR-001027					IL-RYERSON-NS13	Quercus macrocarpa Michx.		10/1/2015	35.1		7.27								100	50							Burr oak hybridization			
OAK-MOR-001028					OAK7_08.2015	Quercus	MP1-Jena, E.D.Schulze (freeze dried material)	10/1/2015	39.7		21								100	50										
OAK-MOR-001029					OAK8_08.2015	Quercus	MP1-Jena, E.D.Schulze (freeze dried material)	10/1/2015	19.3		7.24								100	50										
OAK-MOR-001030					OAK9_08.2015	Quercus	MP1-Jena, E.D.Schulze (freeze dried material)	10/1/2015	25.3		21.9								100	50										
OAK-MOR-001031					OAK10_08.2015	Quercus	MP1-Jena, E.D.Schulze (freeze dried material)	10/1/2015	30.7		16.7								100	50										
OAK-MOR-001032					ELM-MOR-112 (ELM-MOR-79)	Ulmus elongata	# doesn't exist in OAK Collection-was an elm extraction	10/1/2015	57		49.5								100	50										
OAK-MOR-001033					ELM-MOR-113 (ELM-MOR-78)	Ulmus changii	# doesn't exist in OAK Collection-was an elm extraction	10/1/2015	9.2		11.5								100	50										
OAK-MOR-001034					ELM-MOR-114 (181-76*1)	Ulmus gabra	# doesn't exist in OAK Collection-was an elm extraction	10/1/2015	4.37		9.22								100	50										
OAK-MOR-001035					Matt Lobdell #001 (repeat of OAK-MOR-877)	Quercus oglethorpensis Duncan		10/1/2015	7.29		5.35								100	50										
OAK-MOR-001036					Matt Lobdell #002 (repeat of OAK-MOR-878)	Quercus oglethorpensis Duncan		10/1/2015	5.97		7.77								100	50										
OAK-MOR-001037					ELM-MOR-115 (17-909*B)	Ulmus laciniata	# doesn't exist in OAK Collection-was an elm extraction	10/1/2015	43.8		44.7								100	50										
OAK-MOR-001038					15-083  (Alan Whittemore) (repeat of OAK-MOR-864)	Quercus		10/1/2015	15.2		7.68								100	50										
OAK-MOR-001039					15-090 (Alan Whittemore) (repeat of OAK-MOR-869)	Quercus		10/1/2015	8.18		3.15								100	50										
OAK-MOR-001040					1977448	Quercus castaneifolia	Marco Cosimo Simeone (IR)	10/5/2015	23.9		9.07								100	50										
OAK-MOR-001041					2006028	Quercus frainetto	Marco Cosimo Simeone (HU)	10/5/2015	27.5		8.3								100	50										
OAK-MOR-001042					1976087	Quercus semecarpifolia	Marco Cosimo Simeone (CN)	10/5/2015	32		6.36								100	50										
OAK-MOR-001043					A.Hipp #2015016 (repeat of OAK-MOR-905 & 906)	Quercus viminea		10/5/2015	7.03		4.47								100	50										
OAK-MOR-001044					A.Hipp #2015069	Quercus planipocula		10/5/2015	9.22		1.57								100	50										
OAK-MOR-001045					A.Hipp #2015070	Quercus sp.		10/5/2015	5.91		16.2								100	50										
OAK-MOR-001046					A.Hipp #2015071	Quercus laeta 		10/5/2015	12.7		5.73								100	50										
OAK-MOR-001047					A.Hipp #2015057	Quercus subspathulata 		10/5/2015	14.3		4.15								100	50										
OAK-MOR-001048					A.Hipp #2015061	Quercus viminea 		10/5/2015	6.69		2.4								100	50										
OAK-MOR-001049					A.Hipp #2015062	Quercus radiata 		10/5/2015	15.4		1.91								100	50										
OAK-MOR-001050					A.Hipp #2015065	Quercus subspathulata 		10/5/2015	4.27		2.98								100	50										
OAK-MOR-001051					A.Hipp #2015066	Quercus subspathulata 		10/5/2015	5.52		2.71								100	50										
OAK-MOR-001052					A.Hipp #2015068	Quercus castanea 		10/6/2015	26.7		25.1								100	50										
OAK-MOR-001053					 Loc. Mrebbine Danniyeh, Marco Simeone	Quercus calliprinos (syn. Quercus coccifera)	 Loc. Mrebbine Danniyeh, Marco Simeone	10/6/2015	4.46		0.553								100	50										
OAK-MOR-001054					4-Mar	Quercus infectoria 	(Loc. Ehden, sample 3-4) , Marco Simeone	10/6/2015	43.2		3.12								100	50										
OAK-MOR-001055					2-Jan	Quercus ithaburensis 	(loc.: Noura, sample 1-2) , Marco Simeone	10/6/2015	34.5		15.7								100	50										
OAK-MOR-001056					(Loc. Barouk) , Marco Simeone	Quercus brantii	(Loc. Barouk) , Marco Simeone	10/6/2015	6.99		2.83								100	50										
OAK-MOR-001057					4-Feb	Quercus pinnatifida (syn. Quercus pubescens ssp. Lanuginosa 	Loc. Favar, sample 2-4) , Marco Simeone	10/6/2015	29.5		8.18								100	50										
OAK-MOR-001058					1-May	Quercus cedrorum (syn. Quercus petraea ssp. Pinnatiloba 	Loc. Ehden, sample 5-1) , Marco Simeone	10/6/2015	43.8		28.8								100	50										
OAK-MOR-001059					5-May	Quercus cedrorum (syn. Quercus petraea ssp. Pinnatiloba 	Loc. Ehden, sample 5-5) , Marco Simeone	10/6/2015	20.4		8.32								100	50										
OAK-MOR-001060					1-Apr	Quercus cerris 	(Locality: Ehden, sample 4-1) , Marco Simeone	10/6/2015	44		16.7								100	50										
OAK-MOR-001061					2-Apr	Quercus cerris 	(Locality: Ehden, sample 4-2) , Marco Simeone	10/6/2015	13.1		10.2								100	50										
OAK-MOR-001062					15-074 Tree 9 	Quercus	Alan Whittemore	10/6/2015	8.65		15.3								100	50										
OAK-MOR-001063					15-074 Tree 10 	Quercus	Alan Whittemore	10/6/2015	6.4		1.92								100	50										
OAK-MOR-001064					IL-RYERSON-NS14	Quercus bicolor Willd.	Nick Steichmann	10/7/2015	24.6		5.61								100	50										
OAK-MOR-001065					IL-RYERSON-NS15	Quercus macrocarpa Michx.	Nick Steichmann	10/7/2015	14.8		8.39								100	50										
OAK-MOR-001066					IL-RYERSON-NS16	Quercus bicolor Willd.	Nick Steichmann	10/7/2015	22.4		3.01								100	50										
OAK-MOR-001067					IL-RYERSON-NS17	Quercus bicolor Willd.	Nick Steichmann	10/7/2015	17.9		4.3								100	50										
OAK-MOR-001068					IL-RYERSON-NS18	Quercus macrocarpa Michx.	Nick Steichmann	10/7/2015	15.7		6.49								100	50										
OAK-MOR-001069					IL-RYERSON-NS19	Quercus bicolor Willd.	Nick Steichmann	10/7/2015	16.4		4.28								100	50										
OAK-MOR-001070					IL-RYERSON-NS20	Quercus macrocarpa Michx.	Nick Steichmann	10/7/2015	25		5.7								100	50										
OAK-MOR-001071					IL-RYERSON-NS21	Quercus bicolor Willd.	Nick Steichmann	10/7/2015	6.43		4.15								100	50										
OAK-MOR-001072					WI-PINERIVER-NS28 	Quercus bicolor Willd.	Nick Steichmann	10/7/2015	9.66		2.28								100	50										
OAK-MOR-001073					Alan Whittemore #15-042-5	Quercus	Alan Whittemore	10/7/2015	16.3		11.3								100	50										
OAK-MOR-001074					Alan Whittemore #15-042-8	Quercus	Alan Whittemore	10/7/2015	19.6		9.12								100	50										
OAK-MOR-001075					Alan Whittemore #15-042-11	Quercus	Alan Whittemore	10/7/2015	9.46		5.12								100	50										
OAK-MOR-001076					Alan Whittemore #15-042-13	Quercus	Alan Whittemore	10/9/2015	15.2		16								100	50										
OAK-MOR-001077					Alan Whittemore #15-042-14	Quercus	Alan Whittemore	10/9/2015	27.3		34.4								100	50										
OAK-MOR-001078					Alan Whittemore #15-042-15	Quercus	Alan Whittemore	10/9/2015	25.3		18.1								100	50										
OAK-MOR-001079					Alan Whittemore #15-042-16	Quercus	Alan Whittemore	10/9/2015	33.1		24.9								100	50										
OAK-MOR-001080					Alan Whittemore #15-042-17	Quercus	Alan Whittemore	10/9/2015	15.2		8.17								100	50										
OAK-MOR-001081					Alan Whittemore #15-049	Quercus	Alan Whittemore	10/9/2015	41.2		21.5								100	50										
OAK-MOR-001082					Alan Whittemore #15-050 Tree 3	Quercus	Alan Whittemore	10/9/2015	20.2		23.3								100	50										
OAK-MOR-001083					Alan Whittemore #15-050 Tree 6	Quercus	Alan Whittemore	10/9/2015	51		35.2								100	50										
OAK-MOR-001084					Alan Whittemore #15-053	Quercus	Alan Whittemore	10/9/2015	9.22		27.9								100	50										
OAK-MOR-001085					Alan Whittemore #15-056	Quercus	Alan Whittemore	10/9/2015	40.2		22.6								100	50										
OAK-MOR-001086					Alan Whittemore #15-058	Quercus	Alan Whittemore	10/9/2015	29.1		27.8								100	50										
OAK-MOR-001087					Alan Whittemore #15-060 Tree 1	Quercus	Alan Whittemore	10/9/2015	11.7		14.4								100	50										
OAK-MOR-001088					Alan Whittemore #15-060 Tree 2	Quercus	Alan Whittemore	10/9/2015				need to re-qubit							100	50										
OAK-MOR-001089					Alan Whittemore #15-063	Quercus	Alan Whittemore	10/9/2015				need to re-qubit							100	50										
OAK-MOR-001090					Alan Whittemore #15-067	Quercus	Alan Whittemore	10/9/2015	40.2										100	50										
OAK-MOR-001091					Alan Whittemore #15-074 Tree 4	Quercus	Alan Whittemore	10/9/2015				need to re-qubit							100	50										
OAK-MOR-001092					Alan Whittemore #15-074 Tree 5	Quercus	Alan Whittemore	10/9/2015	53										100	50										
OAK-MOR-001093					Alan Whittemore #15-074 Tree 6	Quercus	Alan Whittemore	10/9/2015				need to re-qubit							100	50										
OAK-MOR-001094					Loc. Mrebbine Danniyeh	Quercus calliprinos (syn. Quercus coccifera)	Marco Simeone	10/9/2015	6.68										100	50										
OAK-MOR-001095					Loc. Barouk	Quercus brantii	Marco Simeone	10/9/2015	41.7										100	50										
OAK-MOR-001096					IL-MOR-MH254	Quercus stellata Wangenh.	210-91*1 (Morton Arboretum LC)	11/19/2015	>60		51								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001097					IL-MOR-MH270	Quercus prinoides	326-99*2 (Morton Arboretum LC)	11/19/2015	>60		51								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001098					IL-MOR-MH266	Quercus prinoides	742-51*1 (Morton Arboretum LC)	11/19/2015	>60		56								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001099					704-46*2	Quercus muehlenbergii	704-46*2 (Morton Arboretum LC)	11/19/2015	23.8		19.5								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001100					704-63*3	Quercus muehlenbergii	704-63*3  (Morton Arboretum LC)	11/19/2015	23.6		5.69								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001101					606-2000*3	Quercus montana Willd.	606-2000*3 (Morton Arboretum LC)	11/19/2015	22.3		5.8								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001102					602-2000*2	Quercus montana Willd.	602-2000*2 (Morton Arboretum LC)	11/19/2015	34.3		8.95								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001103					602-2000*1	Quercus montana Willd.	602-2000*1 (Morton Arboretum LC)	11/19/2015	45.8		39.2								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001104					602-2000*3	Quercus montana Willd.	602-2000*3 (Morton Arboretum LC)	11/19/2015	30.2		9.56								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001105					645-48*2	Quercus michauxii Nutt.	645-48*2 (Morton Arboretum LC)	11/19/2015	49		50								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001106					476-42*1	Quercus michauxii Nutt.	476-42*1 (Morton Arboretum LC)	11/19/2015	46.6		16								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001107					120-2001*2	Quercus prinoides	120-2001*2 (Morton Arboretum LC)	11/19/2015	34.3		8.67								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001108					120-2001*3	Quercus prinoides	120-2001*3 (Morton Arboretum LC)	11/19/2015	42		15								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001109					11-86*2	Quercus stellata Wangenh.	11-86*2 (Morton Arboretum LC)	11/19/2015	45.8		32.7								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001110					11-86*3	Quercus stellata Wangenh.	11-86*3 (Morton Arboretum LC)	11/19/2015	49.7		41.2								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001111					539-96*3	Quercus michauxii Nutt.	539-96*3 (Morton Arboretum LC)	11/19/2015	46.9		39								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001112					218-77*2	Quercus prinoides	218-77*2 (Morton Arboretum LC)	11/19/2015	26.1		50.9								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001113					218-77*3	Quercus prinoides	218-77*3 (Morton Arboretum LC)	11/19/2015	20.1		4.96								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001114					1137-2004*2	Quercus stellata Wangenh.	1137-2004*2 (Morton Arboretum LC)	11/19/2015	27.3		12.6								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001115					1137-2004*3	Quercus stellata Wangenh.	1137-2004*3 (Morton Arboretum LC)	11/19/2015	51		11.2								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001116					1137-2004*1	Quercus stellata Wangenh.	1137-2004*1 (Morton Arboretum LC)	11/19/2015	33.3		19.3								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001117					IL-MOR-MH260	Quercus prinoides	(Morton Arboretum LC)	11/19/2015	>60		49								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001118					IL-MOR-MH250	Quercus michauxii Nutt.	(Morton Arboretum LC)	11/19/2015	57		46.8								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001119					IL-MOR-MH251	Quercus michauxii Nutt.	(Morton Arboretum LC)	11/19/2015	56		52								100	50							OAK Barcoding/ population testing 			
OAK-MOR-001120					IL-MOR-MH254	Quercus stellata Wangenh.	(Morton Arboretum LC)	11/19/2015	55		49.4								100	50							OAK Barcoding/ population testing 			
